offer_accepted,mailer_type,average_balance,household_size,credit_cards_held,bank_accounts_open,own_your_home,homes_owned,income_level,credit_rating,profiles
No,Letter,786.75,3,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,1026.00,3,1,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1102.75,5,2,1,Yes,2,Low,High,"Non classifiable"
No,Letter,812.25,3,1,2,Yes,1,High,Low,"Non classifiable"
No,Letter,1030.00,2,1,1,Yes,2,High,Low,"Non classifiable"
No,Letter,1019.25,4,3,1,No,1,Low,High,"Non classifiable"
No,Letter,276.75,3,2,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,1076.25,5,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,864.25,6,2,2,No,1,High,Low,"Non classifiable"
No,Postcard,1331.75,2,3,1,Yes,2,High,Low,"Non classifiable"
No,Postcard,1037.75,3,1,2,Yes,1,High,Low,"Non classifiable"
No,Letter,1435.25,2,3,1,No,1,Low,High,"Non classifiable"
No,Postcard,941.00,2,3,1,No,1,High,Low,"Non classifiable"
No,Letter,271.25,4,2,1,Yes,1,Medium,High,"Non classifiable"
No,Letter,247.00,4,1,1,No,1,Medium,High,"Non classifiable"
No,Postcard,157.00,2,2,2,Yes,1,Medium,High,"Non classifiable"
No,Postcard,1106.75,5,2,1,No,1,Low,High,"Non classifiable"
No,Letter,1314.75,4,2,1,Yes,2,Low,High,"Non classifiable"
No,Postcard,982.00,3,3,2,No,1,Low,High,"Non classifiable"
No,Postcard,820.50,3,3,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,977.75,4,2,1,No,1,Low,High,"Non classifiable"
No,Letter,928.75,2,1,1,Yes,1,High,Low,"Non classifiable"
Yes,Postcard,1085.25,6,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,205.00,5,2,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,918.25,4,1,1,Yes,1,High,Low,"Non classifiable"
Yes,Postcard,974.25,5,1,1,No,1,High,Low,"Non classifiable"
No,Postcard,184.50,4,2,2,Yes,1,Medium,High,"Non classifiable"
No,Letter,925.00,4,2,1,No,1,High,Low,"Non classifiable"
No,Postcard,761.25,5,1,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1139.00,4,1,1,No,2,High,Low,"Non classifiable"
No,Letter,945.50,5,3,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1078.50,4,3,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1279.50,3,3,1,No,1,Low,High,"Non classifiable"
No,Letter,1200.50,1,2,2,Yes,2,High,Low,"Non classifiable"
No,Letter,817.75,3,2,2,No,2,High,Low,"Non classifiable"
No,Letter,159.50,4,1,2,Yes,1,Medium,High,"Non classifiable"
No,Postcard,328.50,2,3,1,Yes,2,Medium,High,"Non classifiable"
No,Postcard,204.50,3,1,1,No,2,Medium,High,"Non classifiable"
Yes,Postcard,1283.75,4,3,2,Yes,2,Low,High,"Non classifiable"
No,Postcard,927.25,3,1,1,No,1,Low,High,"Non classifiable"
No,Letter,1664.25,5,1,1,Yes,1,Low,Medium,"Non classifiable"
No,Letter,985.25,3,3,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,770.00,4,2,2,Yes,1,High,Low,"Non classifiable"
No,Postcard,1056.25,2,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,711.25,4,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,172.00,4,3,1,Yes,2,High,Medium,"Non classifiable"
Yes,Letter,1403.50,4,2,1,Yes,2,Low,High,"Non classifiable"
No,Postcard,902.50,3,2,2,Yes,1,High,Low,"Non classifiable"
No,Postcard,844.25,4,2,2,Yes,2,Low,High,"Non classifiable"
No,Letter,1379.25,5,2,1,Yes,2,Low,High,"Non classifiable"
No,Postcard,1048.00,3,2,2,Yes,1,Low,High,"Non classifiable"
No,Postcard,243.50,2,1,1,Yes,2,High,Medium,"Non classifiable"
No,Postcard,1174.50,4,3,1,No,1,Low,High,"Non classifiable"
No,Postcard,1873.00,2,1,3,Yes,1,Medium,Low,"Non classifiable"
No,Letter,1074.50,4,1,1,No,1,Low,High,"Non classifiable"
No,Postcard,1249.75,5,3,2,No,1,Low,High,"Non classifiable"
No,Letter,223.00,4,1,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,763.00,2,2,1,Yes,2,High,Low,"Non classifiable"
Yes,Letter,956.75,4,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,219.25,4,3,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,816.50,4,3,1,No,3,High,Low,"Non classifiable"
No,Letter,715.75,3,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,871.75,2,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1054.00,2,3,1,No,1,High,Low,"Non classifiable"
No,Letter,1011.50,4,1,1,No,1,High,Low,"Non classifiable"
No,Letter,184.00,3,2,3,Yes,1,High,Medium,"Non classifiable"
No,Postcard,1148.75,2,1,1,Yes,1,Low,High,"Non classifiable"
No,Letter,278.50,5,2,2,Yes,1,Medium,High,"Non classifiable"
No,Letter,1032.75,3,1,2,Yes,1,Low,High,"Non classifiable"
Yes,Postcard,685.50,3,3,2,Yes,2,High,Low,"Non classifiable"
No,Letter,267.50,4,3,2,No,1,Medium,High,"Non classifiable"
No,Letter,1169.00,5,3,1,No,1,Low,High,"Non classifiable"
No,Postcard,1044.25,2,2,1,No,1,Low,High,"Non classifiable"
No,Letter,982.00,4,1,1,Yes,2,Low,High,"Non classifiable"
No,Letter,365.50,5,2,2,Yes,1,Medium,High,"Non classifiable"
No,Letter,672.50,3,1,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,773.25,3,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,1102.50,3,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,202.50,2,1,1,Yes,1,High,Medium,"Non classifiable"
No,Postcard,183.75,3,1,1,Yes,1,Medium,High,"Non classifiable"
No,Letter,149.25,5,2,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,1161.50,4,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1390.25,3,1,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,937.00,2,2,1,No,1,High,Low,"Non classifiable"
No,Letter,1020.00,5,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1083.75,1,2,2,Yes,2,Low,High,"Non classifiable"
No,Letter,1127.00,4,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,719.25,3,1,1,No,1,High,Low,"Non classifiable"
No,Letter,1242.75,1,2,1,Yes,2,High,Low,"Non classifiable"
No,Postcard,922.25,4,1,1,Yes,2,Low,High,"Non classifiable"
No,Letter,253.25,4,3,1,Yes,1,High,Medium,"Non classifiable"
No,Postcard,763.50,5,1,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1159.50,5,2,1,No,1,High,Low,"Non classifiable"
No,Letter,1202.75,3,4,3,No,2,High,Low,"Non classifiable"
No,Letter,982.25,5,2,1,Yes,2,High,Low,"Non classifiable"
No,Postcard,883.25,6,1,1,Yes,1,High,Low,"Non classifiable"
No,Letter,688.50,3,1,2,No,1,Low,High,"Non classifiable"
No,Postcard,209.25,4,3,1,No,1,High,Medium,"Non classifiable"
No,Letter,1153.25,2,3,1,Yes,2,High,Low,"Non classifiable"
No,Postcard,776.50,4,2,1,No,1,High,Low,"Non classifiable"
No,Letter,1195.50,5,2,2,No,1,Low,High,"Non classifiable"
No,Postcard,962.25,4,2,2,Yes,1,Low,High,"Non classifiable"
No,Postcard,1005.75,2,2,2,No,2,High,Low,"Non classifiable"
No,Postcard,869.50,5,1,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1094.75,2,2,2,Yes,1,Low,High,"Non classifiable"
No,Letter,923.75,2,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1765.75,2,2,2,No,2,Low,Medium,"Non classifiable"
No,Letter,1202.50,1,2,1,No,1,Low,High,"Non classifiable"
No,Letter,195.25,4,2,1,No,1,Medium,High,"Non classifiable"
No,Postcard,335.50,5,2,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,173.25,4,1,1,Yes,1,Medium,High,"Non classifiable"
No,Letter,1146.75,4,1,1,No,1,High,Low,"Non classifiable"
No,Letter,217.00,5,2,1,No,1,Medium,High,"Non classifiable"
No,Postcard,948.25,4,1,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1035.75,3,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,700.50,3,3,1,Yes,1,High,Low,"Non classifiable"
No,Letter,363.25,4,2,2,Yes,1,High,Medium,"Non classifiable"
No,Postcard,228.25,3,2,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,1459.50,4,1,1,Yes,1,High,Low,"Non classifiable"
No,Letter,1094.25,3,2,2,Yes,2,High,Low,"Non classifiable"
No,Letter,1052.50,5,2,1,No,1,High,Low,"Non classifiable"
No,Letter,893.50,4,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,971.75,3,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,999.00,4,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1242.00,4,2,2,No,1,High,Low,"Non classifiable"
No,Letter,1335.00,5,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,957.75,4,4,1,No,1,High,Low,"Non classifiable"
No,Letter,1060.25,5,1,2,No,1,High,Low,"Non classifiable"
No,Letter,1354.00,4,2,1,No,1,High,Low,"Non classifiable"
No,Letter,1224.00,3,3,1,Yes,1,High,Low,"Non classifiable"
No,Letter,743.75,5,3,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1011.00,3,4,1,No,1,High,Low,"Non classifiable"
No,Postcard,933.00,3,4,2,Yes,1,High,Low,"Non classifiable"
No,Postcard,722.25,5,1,1,No,1,High,Low,"Non classifiable"
No,Postcard,266.50,4,1,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,1249.75,3,1,2,No,2,High,Low,"Non classifiable"
No,Letter,1697.50,3,2,1,No,2,Low,Medium,"Non classifiable"
No,Postcard,891.50,2,3,1,No,1,Low,High,"Non classifiable"
No,Postcard,1036.00,4,2,2,Yes,1,High,Low,"Non classifiable"
No,Postcard,999.25,4,2,2,Yes,1,High,Low,"Non classifiable"
No,Postcard,866.00,3,1,3,Yes,1,High,Low,"Non classifiable"
No,Postcard,123.25,3,3,1,Yes,1,High,Medium,"Non classifiable"
No,Postcard,970.25,2,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,933.75,2,3,1,No,1,High,Low,"Non classifiable"
Yes,Postcard,933.75,3,1,2,Yes,1,High,Low,"Non classifiable"
No,Letter,1176.50,4,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,987.50,3,2,2,Yes,1,High,Low,"Non classifiable"
No,Postcard,1157.75,3,1,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1214.00,5,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,114.75,4,3,1,Yes,1,Medium,High,"Non classifiable"
No,Letter,1099.00,3,2,1,No,1,High,Low,"Non classifiable"
No,Letter,791.00,3,1,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1065.25,3,2,1,No,1,High,Low,"Non classifiable"
No,Postcard,725.75,3,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,279.25,5,2,1,Yes,2,Medium,High,"Non classifiable"
No,Letter,1730.75,4,2,1,Yes,1,Medium,Low,"Non classifiable"
No,Postcard,925.25,5,1,1,No,1,Low,High,"Non classifiable"
No,Letter,337.00,3,1,1,No,1,Medium,High,"Non classifiable"
No,Letter,1177.50,3,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,1271.50,3,2,1,No,1,Low,High,"Non classifiable"
No,Letter,174.50,2,2,1,Yes,1,Medium,High,"Non classifiable"
No,Letter,1255.00,3,2,2,Yes,1,High,Low,"Non classifiable"
No,Letter,1214.25,4,1,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1095.50,2,1,1,Yes,2,Low,High,"Non classifiable"
No,Postcard,283.00,4,1,1,No,1,High,Medium,"Non classifiable"
No,Postcard,1003.50,5,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,965.00,2,2,1,No,1,High,Low,"Non classifiable"
No,Letter,863.00,2,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1337.25,3,1,2,Yes,2,Low,High,"Non classifiable"
Yes,Postcard,942.50,4,1,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1354.00,2,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1831.50,6,2,1,Yes,1,Medium,Low,"Non classifiable"
No,Letter,1127.50,4,2,1,No,1,Low,High,"Non classifiable"
No,Letter,1220.75,3,2,1,No,1,Low,High,"Non classifiable"
No,Letter,1061.25,4,2,1,No,1,Low,High,"Non classifiable"
No,Letter,1327.25,3,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,186.50,4,3,2,Yes,1,High,Medium,"Non classifiable"
No,Letter,545.75,3,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,1158.00,3,2,2,No,1,High,Low,"Non classifiable"
No,Letter,229.25,5,3,3,Yes,1,Medium,High,"Non classifiable"
No,Letter,1012.25,4,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1426.75,5,1,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1167.25,4,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1118.00,2,1,1,No,1,Low,High,"Non classifiable"
No,Postcard,179.75,2,2,1,Yes,1,Medium,High,"Non classifiable"
No,Letter,1208.75,3,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1277.25,4,3,1,Yes,1,High,Low,"Non classifiable"
No,Letter,1204.75,4,3,1,Yes,1,Low,High,"Non classifiable"
No,Letter,212.75,5,3,1,No,1,Medium,High,"Non classifiable"
No,Letter,1001.00,3,2,1,Yes,2,Low,High,"Non classifiable"
No,Postcard,158.75,4,2,1,Yes,1,High,Medium,"Non classifiable"
No,Postcard,230.00,2,1,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,248.25,4,2,1,No,2,High,Medium,"Non classifiable"
No,Postcard,887.50,6,3,1,Yes,1,High,Low,"Non classifiable"
No,Letter,1045.25,3,2,1,No,1,High,Low,"Non classifiable"
Yes,Letter,794.00,5,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1087.25,3,3,1,No,2,Low,High,"Non classifiable"
No,Postcard,1042.75,3,3,1,Yes,1,High,Low,"Non classifiable"
No,Letter,936.00,5,2,1,No,1,High,Low,"Non classifiable"
Yes,Postcard,979.75,2,1,1,No,2,Low,High,"Non classifiable"
No,Letter,1057.00,2,3,1,No,1,High,Low,"Non classifiable"
No,Postcard,294.75,2,1,1,Yes,1,High,Medium,"Non classifiable"
No,Postcard,987.00,4,1,1,No,1,Low,High,"Non classifiable"
No,Letter,1016.00,3,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,98.50,3,2,2,No,1,High,Medium,"Non classifiable"
No,Letter,1007.25,4,4,3,No,1,High,Low,"Non classifiable"
No,Postcard,1033.50,3,1,2,Yes,1,High,Low,"Non classifiable"
No,Postcard,1122.00,4,3,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1236.75,3,1,2,No,1,Low,High,"Non classifiable"
No,Letter,1255.00,1,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,937.50,5,3,1,Yes,2,High,Low,"Non classifiable"
No,Postcard,1005.25,4,3,1,Yes,1,High,Low,"Non classifiable"
No,Letter,762.00,4,4,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1059.50,6,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1103.00,4,3,3,Yes,1,Low,High,"Non classifiable"
No,Postcard,756.00,3,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1075.00,5,1,1,Yes,2,Low,High,"Non classifiable"
No,Postcard,871.00,4,2,1,Yes,2,Low,High,"Non classifiable"
No,Letter,784.75,4,1,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,163.00,3,2,1,Yes,2,Medium,High,"Non classifiable"
No,Postcard,996.00,3,2,1,No,1,Low,High,"Non classifiable"
No,Letter,1037.50,3,1,1,Yes,1,High,Low,"Non classifiable"
No,Letter,1050.75,4,1,1,No,1,Low,High,"Non classifiable"
Yes,Postcard,1038.75,3,2,1,No,1,High,Low,"Non classifiable"
No,Postcard,1100.50,3,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1066.75,4,2,2,No,1,Low,High,"Non classifiable"
No,Letter,1423.25,4,2,1,No,2,Low,High,"Non classifiable"
No,Letter,784.00,3,1,1,Yes,2,Low,High,"Non classifiable"
No,Postcard,322.00,3,2,1,No,1,Medium,High,"Non classifiable"
No,Postcard,903.50,4,4,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,943.25,6,1,1,No,1,High,Low,"Non classifiable"
No,Postcard,234.50,4,1,1,Yes,1,High,Medium,"Non classifiable"
No,Postcard,1102.50,3,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,806.75,5,1,1,No,1,High,Low,"Non classifiable"
No,Letter,254.00,3,1,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,1131.25,3,2,1,No,1,High,Low,"Non classifiable"
No,Postcard,315.50,4,3,2,Yes,2,Medium,High,"Non classifiable"
No,Letter,766.50,2,2,2,Yes,1,High,Low,"Non classifiable"
No,Letter,243.25,2,2,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,132.25,6,2,1,No,1,Medium,High,"Non classifiable"
No,Postcard,1163.50,4,2,2,Yes,1,High,Low,"Non classifiable"
No,Postcard,659.25,4,2,3,Yes,2,High,Low,"Non classifiable"
No,Letter,1088.25,5,1,1,Yes,1,High,Low,"Non classifiable"
No,Letter,312.50,3,2,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,1116.00,5,3,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1719.50,3,3,1,Yes,1,Medium,Low,"Non classifiable"
No,Letter,190.00,5,1,1,Yes,2,Medium,High,"Non classifiable"
No,Postcard,1123.75,4,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,680.00,4,1,1,No,1,High,Low,"Non classifiable"
No,Postcard,178.75,3,1,1,No,1,High,Medium,"Non classifiable"
No,Letter,1163.50,3,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,147.25,4,1,2,Yes,2,Medium,High,"Non classifiable"
No,Postcard,731.25,4,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1001.25,2,3,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1311.75,3,1,1,Yes,1,Low,High,"Non classifiable"
No,Letter,238.25,6,2,1,Yes,1,Medium,High,"Non classifiable"
No,Letter,803.75,4,1,1,Yes,1,High,Low,"Non classifiable"
No,Letter,1157.00,3,3,1,Yes,2,Low,High,"Non classifiable"
No,Letter,225.50,5,1,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,1050.50,3,1,1,Yes,1,Low,High,"Non classifiable"
No,Letter,987.75,4,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,688.25,2,3,2,No,1,Low,High,"Non classifiable"
No,Postcard,1332.00,2,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,1125.50,5,1,2,Yes,1,High,Low,"Non classifiable"
No,Postcard,1040.00,4,2,1,No,3,High,Low,"Non classifiable"
No,Postcard,289.50,3,2,1,No,1,Medium,High,"Non classifiable"
No,Postcard,241.50,4,2,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,285.50,3,1,1,Yes,1,High,Medium,"Non classifiable"
No,Letter,991.75,4,2,1,Yes,2,High,Low,"Non classifiable"
No,Letter,984.50,5,1,1,Yes,2,High,Low,"Non classifiable"
No,Postcard,1268.50,5,3,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1105.00,4,2,1,Yes,2,Low,High,"Non classifiable"
No,Letter,1160.75,4,1,1,Yes,1,High,Low,"Non classifiable"
No,Letter,1210.75,3,3,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1159.25,4,1,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1379.75,4,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1226.75,4,1,1,No,1,High,Low,"Non classifiable"
No,Letter,183.50,2,2,1,No,1,Medium,High,"Non classifiable"
No,Postcard,205.25,2,2,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,1283.50,3,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,919.25,2,2,1,No,1,High,Low,"Non classifiable"
No,Postcard,1330.75,3,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1052.25,3,1,1,Yes,1,High,Low,"Non classifiable"
No,Letter,837.75,5,2,1,No,1,Low,High,"Non classifiable"
No,Letter,1001.25,2,3,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1142.25,4,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1264.50,2,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,283.25,2,2,1,Yes,1,Medium,High,"Non classifiable"
No,Letter,919.50,2,1,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1275.25,5,2,2,No,1,High,Low,"Non classifiable"
No,Postcard,818.25,4,2,2,Yes,1,Low,High,"Non classifiable"
No,Postcard,205.75,4,1,1,No,1,Medium,High,"Non classifiable"
No,Letter,925.00,3,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1488.25,4,2,1,No,1,Low,High,"Non classifiable"
No,Letter,1183.75,3,1,2,Yes,1,Low,High,"Non classifiable"
No,Letter,1117.50,2,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,833.75,4,1,1,Yes,1,High,Low,"Non classifiable"
No,Letter,866.25,3,1,1,Yes,1,Low,High,"Non classifiable"
No,Letter,692.75,2,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,838.00,3,2,1,No,2,High,Low,"Non classifiable"
No,Letter,1179.50,2,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,279.75,3,2,1,No,1,Medium,High,"Non classifiable"
No,Postcard,987.25,4,3,1,No,1,High,Low,"Non classifiable"
No,Letter,1194.50,2,1,2,No,2,High,Low,"Non classifiable"
No,Postcard,175.25,1,2,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,1057.00,3,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,968.00,4,1,3,Yes,1,High,Low,"Non classifiable"
No,Letter,1123.00,1,1,1,No,1,High,Low,"Non classifiable"
No,Postcard,983.50,2,3,1,Yes,2,Low,High,"Non classifiable"
No,Postcard,875.50,3,1,1,No,1,High,Low,"Non classifiable"
No,Postcard,1149.50,4,2,2,Yes,1,High,Low,"Non classifiable"
Yes,Postcard,1003.00,2,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1478.25,4,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,894.50,3,2,1,No,1,Low,High,"Non classifiable"
No,Postcard,250.75,3,2,1,Yes,2,Medium,High,"Non classifiable"
No,Postcard,217.50,6,1,2,Yes,2,Medium,High,"Non classifiable"
No,Letter,156.25,4,1,2,Yes,2,Medium,High,"Non classifiable"
No,Letter,1142.50,4,1,2,Yes,1,High,Low,"Non classifiable"
No,Postcard,1055.25,4,2,1,No,1,High,Low,"Non classifiable"
No,Postcard,1152.50,5,4,1,Yes,2,Low,High,"Non classifiable"
No,Postcard,253.00,5,2,1,Yes,1,High,Medium,"Non classifiable"
No,Letter,1344.50,2,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1003.75,3,3,1,No,1,High,Low,"Non classifiable"
No,Postcard,307.75,4,1,1,Yes,2,Medium,High,"Non classifiable"
No,Postcard,639.50,5,2,2,No,1,High,Low,"Non classifiable"
No,Letter,185.00,3,2,3,Yes,1,Medium,High,"Non classifiable"
No,Letter,939.00,4,3,2,Yes,1,Low,High,"Non classifiable"
No,Letter,824.50,4,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,238.50,3,1,1,Yes,1,Medium,High,"Non classifiable"
No,Letter,916.25,2,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,928.25,3,3,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1037.75,4,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1141.00,6,1,1,No,1,High,Low,"Non classifiable"
No,Letter,689.75,3,1,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1286.50,5,2,1,No,2,High,Low,"Non classifiable"
No,Letter,219.25,3,4,1,No,1,High,Medium,"Non classifiable"
No,Letter,1011.25,3,1,2,No,1,Low,High,"Non classifiable"
No,Letter,916.50,3,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,723.00,5,1,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,1052.25,4,2,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,297.25,2,3,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,376.25,4,3,1,Yes,1,High,Medium,"Non classifiable"
No,Postcard,287.25,3,2,1,Yes,1,Medium,High,"Non classifiable"
No,Letter,151.25,5,2,1,Yes,1,Medium,High,"Non classifiable"
No,Postcard,1105.50,2,3,1,No,1,High,Low,"Non classifiable"
No,Letter,979.25,4,3,1,Yes,1,High,Low,"Non classifiable"
No,Postcard,892.50,5,1,1,No,1,High,Low,"Non classifiable"
No,Letter,1025.75,4,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,1047.00,3,1,1,No,1,High,Low,"Non classifiable"
Yes,Postcard,666.50,5,3,1,Yes,1,High,Low,"Non classifiable"
No,Letter,885.00,3,1,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,778.25,4,3,1,No,1,Low,High,"Non classifiable"
No,Letter,218.50,4,1,1,No,1,High,Medium,"Non classifiable"
No,Letter,206.25,3,2,1,Yes,1,High,Medium,"Non classifiable"
Yes,Postcard,1794.50,4,1,2,Yes,1,Medium,Low,"Non classifiable"
No,Letter,993.00,4,2,1,No,1,High,Low,"Non classifiable"
Yes,Letter,1262.25,4,3,1,Yes,1,Low,High,"Non classifiable"
No,Letter,865.50,2,1,1,Yes,2,Low,High,"Non classifiable"
No,Postcard,1036.25,2,2,1,Yes,1,Low,High,"Non classifiable"
No,Postcard,1208.50,5,2,1,Yes,1,Low,High,"Non classifiable"
No,Letter,190.75,4,2,1,No,1,Medium,High,"Non classifiable"
No,Letter,1114.75,3,2,1,No,1,Low,High,"Non classifiable"
No,Postcard,977.00,3,2,1,No,2,Low,High,"Non classifiable"
No,Postcard,838.25,3,2,2,No,1,High,Low,"Non classifiable"
No,Postcard,1304.75,4,2,1,No,2,Low,High,"Non classifiable"
No,Letter,1380.00,3,2,1,No,1,Low,High,"Non classifiable"
No,Postcard,727.75,4,1,1,No,2,Low,High,"Non classifiable"
No,Postcard,978.75,4,1,2,Yes,1,High,Low,"Non classifiable"
No,Letter,1359.75,3,2,2,Yes,2,High,Low,"Non classifiable"
No,Postcard,1119.50,2,4,1,No,2,Low,High,"Non classifiable"
No,Postcard,156.25,5,2,2,Yes,1,Medium,High,"Non classifiable"
No,Postcard,240.50,3,4,1,No,1,Medium,High,"Non classifiable"
No,Letter,1066.25,6,2,1,Yes,1,High,Low,"Non classifiable"
No,Letter,990.50,4,3,1,Yes,1,Low,High,"Non classifiable"
No,Letter,955.75,4,3,2,Yes,1,High,Low,"Non classifiable"
No,Postcard,887.75,2,1,1,Yes,1,High,Low,"Non classifiable"
No,Letter,1659.25,5,1,1,Yes,3,Medium,Low,"Non classifiable"
No,Postcard,1261.25,4,3,1,Yes,1,Low,High,"Non classifiable"
No,Letter,1118.75,3,2,2,No,1,High,Low,"Non classifiable"
No,Postcard,909.00,3,2,1,Yes,1,High,Low,"Non classifiable"
